timestamp,vibration_mms,temperature_c,rpm
2026-09-20 14:15:56.747986,2.514,81.99,1739.4
2026-09-20 14:15:57.747986,2.44,82.24,1762.2
2026-09-20 14:15:58.747986,2.47,82.74,1747.4
2026-09-20 14:15:59.747986,2.513,81.03,1753.5
2026-09-20 14:16:00.747986,2.704,81.57,1744.3
2026-09-20 14:16:01.747986,2.599,81.69,1731.8
2026-09-20 14:16:02.747986,2.51,84.32,1752.7
2026-09-20 14:16:03.747986,2.548,83.23,1730.9
2026-09-20 14:16:04.747986,2.675,75.71,1749.3
2026-09-20 14:16:05.747986,2.571,84.32,1736.3
2026-09-20 14:16:06.747986,2.718,83.68,1769.9
2026-09-20 14:16:07.747986,2.563,81.61,1759.1
2026-09-20 14:16:08.747986,2.529,81.3,1751.1
2026-09-20 14:16:09.747986,2.542,84.8,1762.6
2026-09-20 14:16:10.747986,2.552,84.2,1741.5
2026-09-20 14:16:11.747986,2.755,81.6,1755.4
2026-09-20 14:16:12.747986,2.838,83.44,1752.0
2026-09-20 14:16:13.747986,2.898,82.23,1752.6
2026-09-20 14:16:14.747986,2.847,81.03,1762.7
2026-09-20 14:16:15.747986,2.628,82.14,1757.3
2026-09-20 14:16:16.747986,2.764,85.63,1752.9
2026-09-20 14:16:17.747986,2.733,85.95,1733.5
2026-09-20 14:16:18.747986,2.899,84.34,1740.4
2026-09-20 14:16:19.747986,2.792,84.74,1748.8
2026-09-20 14:16:20.747986,2.982,84.87,1750.9
2026-09-20 14:16:21.747986,2.94,83.04,1738.7
2026-09-20 14:16:22.747986,3.059,84.93,1774.1
2026-09-20 14:16:23.747986,2.856,84.91,1765.2
2026-09-20 14:16:24.747986,2.869,85.3,1756.0
2026-09-20 14:16:25.747986,3.128,86.64,1750.7
2026-09-20 14:16:26.747986,2.829,85.78,1747.9
2026-09-20 14:16:27.747986,2.734,86.19,1740.5
2026-09-20 14:16:28.747986,2.748,86.05,1750.8
2026-09-20 14:16:29.747986,3.123,84.9,1752.6
2026-09-20 14:16:30.747986,2.819,83.78,1737.6
2026-09-20 14:16:31.747986,2.922,85.71,1753.3
2026-09-20 14:16:32.747986,3.072,83.31,1748.4
